"Date ","series ","OPEN ","HIGH ","LOW ","PREV. CLOSE ","ltp ","close ","vwap ","52W H ","52W L ","VOLUME ","VALUE ","No of trades "
"16-May-2023","EQ","399.90","403.80","394.20","398.10","395.45","395.95","399.33","409.30","299.00","116,564","46,547,117.55","4,572"
"15-May-2023","EQ","393.40","399.90","387.95","395.00","397.00","398.10","394.69","409.30","299.00","209,148","82,548,738.75","9,295"
"12-May-2023","EQ","406.00","409.30","391.10","403.15","393.40","395.00","401.29","409.30","299.00","457,295","183,507,445.95","17,490"
"11-May-2023","EQ","384.50","407.90","382.75","382.65","403.55","403.15","401.98","407.90","299.00","1,249,256","502,179,753.20","26,724"
"10-May-2023","EQ","372.00","388.00","371.90","373.05","382.35","382.65","382.80","398.25","299.00","270,643","103,601,186.90","12,184"
"09-May-2023","EQ","371.55","380.75","370.00","373.05","371.95","373.05","376.23","398.25","299.00","102,512","38,568,446.15","7,442"
"08-May-2023","EQ","374.65","378.25","366.45","372.05","374.20","373.05","372.25","398.25","299.00","102,308","38,083,959.15","6,966"
"05-May-2023","EQ","380.60","380.60","370.35","379.05","373.30","372.05","378.12","398.25","299.00","199,104","75,284,946.85","5,983"
"04-May-2023","EQ","372.45","380.95","370.25","372.45","379.30","379.05","377.15","398.25","299.00","132,442","49,950,335.45","7,254"
"03-May-2023","EQ","371.75","381.00","370.50","369.95","372.20","372.45","376.26","398.25","299.00","191,962","72,226,943.20","10,725"
"02-May-2023","EQ","359.00","372.60","358.10","357.60","370.50","369.95","367.60","398.25","299.00","211,978","77,922,919.05","10,537"
"28-Apr-2023","EQ","358.00","359.55","354.65","352.50","358.90","357.60","357.24","398.25","299.00","176,627","63,098,382.40","13,065"
"27-Apr-2023","EQ","355.10","359.50","350.00","355.10","353.25","352.50","354.12","398.25","299.00","143,132","50,686,022.00","16,625"
"26-Apr-2023","EQ","354.50","359.00","352.00","354.50","355.80","355.10","355.41","398.25","299.00","57,966","20,601,412.70","4,778"
"25-Apr-2023","EQ","351.10","358.10","351.10","352.40","354.70","354.50","354.66","398.25","299.00","62,133","22,035,793.70","6,313"
"24-Apr-2023","EQ","357.50","360.00","349.30","357.15","350.10","352.40","353.28","398.25","299.00","173,131","61,164,286.90","11,646"
