"Date ","series ","OPEN ","HIGH ","LOW ","PREV. CLOSE ","ltp ","close ","vwap ","52W H ","52W L ","VOLUME ","VALUE ","No of trades "
"04-Aug-2023","EQ","474.10","476.95","471.75","473.70","473.40","472.70","473.97","924.40","445.00","978,868","463,949,977.40","17,034"
"03-Aug-2023","EQ","473.00","475.00","468.05","471.50","474.50","473.70","471.90","924.40","445.00","775,959","366,172,596.90","16,922"
"02-Aug-2023","EQ","479.85","480.95","467.60","476.95","470.95","471.50","475.10","924.40","445.00","1,725,425","819,757,975.25","28,439"
"01-Aug-2023","EQ","468.95","478.00","468.15","467.50","478.00","476.95","474.98","924.40","445.00","1,583,896","752,322,557.45","34,816"
"31-Jul-2023","EQ","460.65","468.50","459.00","460.65","468.00","467.50","465.38","924.40","445.00","1,024,640","476,849,816.75","24,431"
"28-Jul-2023","EQ","460.25","462.90","459.00","460.25","460.50","460.65","460.57","924.40","445.00","650,668","299,677,057.05","15,480"
"27-Jul-2023","EQ","466.50","467.95","458.80","464.20","461.20","460.25","463.25","924.40","445.00","700,936","324,707,375.70","17,743"
"26-Jul-2023","EQ","463.40","467.45","461.50","461.10","464.60","464.20","464.94","924.40","445.00","627,337","291,673,402.35","14,547"
"25-Jul-2023","EQ","464.00","464.00","459.25","464.80","460.95","461.10","461.55","924.40","445.00","778,257","359,203,720.70","19,392"
"24-Jul-2023","EQ","473.40","478.00","463.35","470.40","465.35","464.80","467.75","924.40","445.00","850,478","397,812,117.45","21,263"
"21-Jul-2023","EQ","466.15","473.70","460.95","466.15","470.20","470.40","469.08","924.40","445.00","1,813,637","850,746,950.10","32,855"
"20-Jul-2023","EQ","468.00","471.90","464.90","466.75","466.05","466.15","468.25","924.40","445.00","1,033,847","484,097,969.60","22,927"
"19-Jul-2023","EQ","465.95","469.35","465.20","465.00","467.00","466.75","467.39","924.40","445.00","775,135","362,288,618.50","17,953"
"18-Jul-2023","EQ","466.95","469.70","462.00","464.15","466.00","465.00","465.33","924.40","445.00","1,484,350","690,717,405.55","29,065"
"17-Jul-2023","EQ","457.00","466.00","455.30","453.30","464.95","464.15","462.10","924.40","445.00","2,132,156","985,274,583.75","37,257"
"14-Jul-2023","EQ","450.80","454.20","445.90","448.30","453.55","453.30","451.17","924.40","445.00","1,252,530","565,109,683.15","28,585"
"13-Jul-2023","EQ","456.10","456.65","445.00","455.50","448.80","448.30","449.96","924.40","445.00","1,275,248","573,809,862.55","35,231"
"12-Jul-2023","EQ","451.85","457.50","448.50","449.20","455.60","455.50","453.82","924.40","447.75","1,800,051","816,905,668.45","37,601"
